region,price,construction_area,saleable_area
荔枝角,售 850 萬,建築面積 : --,實用面積: 515呎@16505
深水埗,售 535 萬,建築面積 : --,實用面積: 284呎@18838
東涌,售 838 萬,建築面積 : 1025呎@8176,實用面積: 755呎@11099
沙田,售 580 萬,建築面積 : 711呎@8157,實用面積: 554呎@10469
沙田,售 830 萬,建築面積 : 718呎@11559,實用面積: 547呎@15174
沙田,售 890 萬,建築面積 : 718呎@12395,實用面積: 547呎@16271
沙田,"售 1,160 萬",建築面積 : 1063呎@10912,實用面積: 836呎@13876
深井(屯門),售 938 萬,建築面積 : 1111呎@8443,實用面積: 884呎@10611
火炭,"售 6,800 萬",建築面積 : 3092呎@21992,實用面積: 2508呎@27113
大埔,"售 1,200 萬",建築面積 : --,實用面積: 885呎@13559
沙田,售 650 萬,建築面積 : 591呎@10998,實用面積: 483呎@13458
土瓜灣,售 828 萬,建築面積 : --,實用面積: 482呎@17178
九龍站,"售 3,550 萬",建築面積 : 1469呎@24166,實用面積: 1127呎@31500
葵涌,售 799 萬,建築面積 : 2845呎@2808,實用面積: --
深井(屯門),"售 1,130 萬",建築面積 : 1208呎@9354,實用面積: 953呎@11857
灣仔,售 800 萬,建築面積 : --,實用面積: 546呎@14652
深井(屯門),售 750 萬,建築面積 : 1008呎@7440,實用面積: 702呎@10684
銅鑼灣,售 560 萬,建築面積 : 443呎@12641,實用面積: 280呎@20000
沙田,售 488 萬,建築面積 : 497呎@9818,實用面積: 376呎@12979
沙田,售 278 萬,建築面積 : 485呎@5731,實用面積: 376呎@7394
沙田,售 98 萬,建築面積 : --,實用面積: --
青衣,售 478 萬,建築面積 : --,實用面積: 329呎@14529
何文田,"售 1,750 萬",建築面積 : 1400呎@12500,實用面積: 1073呎@16309
炮台山,售 910 萬,建築面積 : 800呎@11375,實用面積: 638呎@14263
柴灣,售 585 萬,建築面積 : 1010呎@5792,實用面積: --
九龍站,"售 2,050 萬",建築面積 : 1211呎@16928,實用面積: 930呎@22043
長沙灣,售 348 萬,建築面積 : --,實用面積: 212呎@16415
觀塘,售 940 萬,建築面積 : 940呎@10000,實用面積: --
觀塘,售 81 萬,建築面積 : 91呎@8901,實用面積: --
牛池灣,售 738 萬,建築面積 : 581呎@12702,實用面積: 503呎@14672
黃大仙,售 468 萬,建築面積 : 506呎@9249,實用面積: 407呎@11499
葵涌,售 652 萬,建築面積 : 3099呎@2103,實用面積: --
屯門,售 648 萬,建築面積 : 750呎@8640,實用面積: 597呎@10854
九龍城,售 425 萬,建築面積 : 400呎@10625,實用面積: 340呎@12500
紅磡,售 359 萬,建築面積 : 275呎@13055,實用面積: 191呎@18796
葵芳,售 530 萬,建築面積 : --,實用面積: 301呎@17608
東涌,售 770 萬,建築面積 : --,實用面積: 649呎@11864
東涌,售 910 萬,建築面積 : --,實用面積: 804呎@11318
東涌,"售 1,050 萬",建築面積 : --,實用面積: 1033呎@10165
東涌,售 855 萬,建築面積 : --,實用面積: 957呎@8934
東涌,"售 1,850 萬",建築面積 : --,實用面積: 1400呎@13214
葵涌,售 670 萬,建築面積 : --,實用面積: 460呎@14565
東涌,售 608 萬,建築面積 : --,實用面積: 544呎@11176
東涌,售 530 萬,建築面積 : --,實用面積: 378呎@14021
東涌,售 680 萬,建築面積 : --,實用面積: 548呎@12409
東涌,"售 1,700 萬",建築面積 : --,實用面積: 1259呎@13503
東涌,售 700 萬,建築面積 : --,實用面積: 588呎@11905
東涌,售 938 萬,建築面積 : --,實用面積: 850呎@11035
東涌,售 900 萬,建築面積 : --,實用面積: 883呎@10193
元朗,售 430 萬,建築面積 : 442呎@9729,實用面積: 346呎@12428
沙田,售 410 萬,建築面積 : 330呎@12424,實用面積: 215呎@19070
觀塘,售 943 萬,建築面積 : 1572呎@6000,實用面積: --
東涌,售 930 萬,建築面積 : --,實用面積: 928呎@10022
其他離島,售 9 萬,建築面積 : 436呎@206,實用面積: --
東涌,售 800 萬,建築面積 : --,實用面積: 728呎@10989
大角咀,售 195 萬,建築面積 : --,實用面積: --
紅磡,售 738 萬,建築面積 : 481呎@15343,實用面積: 384呎@19219
旺角,售 600 萬,建築面積 : --,實用面積: 315呎@19048
大角咀,售 425 萬,建築面積 : --,實用面積: 326呎@13037
元朗,售 660 萬,建築面積 : --,實用面積: 581呎@11360
何文田,"售 1,000 萬",建築面積 : --,實用面積: 452呎@22124
九龍塘,"售 1,100 萬",建築面積 : 778呎@14138,實用面積: 607呎@18122
佐敦,售 570 萬,建築面積 : 681呎@8370,實用面積: --
觀塘,售 420 萬,建築面積 : 654呎@6422,實用面積: --
何文田,"售 1,195 萬",建築面積 : --,實用面積: 579呎@20639
土瓜灣,售 675 萬,建築面積 : --,實用面積: 360呎@18750
荃灣,售 88 萬,建築面積 : 118呎@7457,實用面積: --
藍田,售 745 萬,建築面積 : --,實用面積: 531呎@14030
何文田,"售 2,050 萬",建築面積 : --,實用面積: 1126呎@18206
灣仔,售 650 萬,建築面積 : 550呎@11818,實用面積: 368呎@17663
深水埗,售 395 萬,建築面積 : --,實用面積: 245呎@16122
大角咀,售 460 萬,建築面積 : --,實用面積: 360呎@12778
大埔,售 540 萬,建築面積 : --,實用面積: 700呎@7714
荔枝角,售 695 萬,建築面積 : 1615呎@4303,實用面積: --
元朗,售 430 萬,建築面積 : --,實用面積: 367呎@11717
堅尼地城,售 988 萬,建築面積 : 615呎@16065,實用面積: 457呎@21619
佐敦,售 550 萬,建築面積 : --,實用面積: 310呎@17742
何文田,"售 1,000 萬",建築面積 : 831呎@12034,實用面積: 707呎@14144
沙田,售 598 萬,建築面積 : --,實用面積: 326呎@18344
北角半山,"售 2,590 萬",建築面積 : --,實用面積: 1163呎@22270
荃灣,售 820 萬,建築面積 : 748呎@10962,實用面積: 600呎@13667
大角咀,售 464 萬,建築面積 : --,實用面積: 447呎@10380
荃灣,售 683 萬,建築面積 : 610呎@11196,實用面積: 485呎@14082
太子,售 888 萬,建築面積 : --,實用面積: 741呎@11984
屯門,售 595 萬,建築面積 : 787呎@7560,實用面積: 568呎@10475
大圍,售 780 萬,建築面積 : 782呎@9974,實用面積: 607呎@12850
元朗,"售 1,100 萬",建築面積 : --,實用面積: 736呎@14946
荃灣,售 333 萬,建築面積 : 1111呎@2997,實用面積: --
荃灣,售 800 萬,建築面積 : 2201呎@3634,實用面積: --
北角,"售 1,900 萬",建築面積 : --,實用面積: 841呎@22592
沙田,售 560 萬,建築面積 : 430呎@13023,實用面積: 321呎@17445
沙田,售 658 萬,建築面積 : 674呎@9763,實用面積: 551呎@11942
沙田,售 600 萬,建築面積 : 602呎@9967,實用面積: 492呎@12195
元朗,"售 1,230 萬",建築面積 : 1150呎@10696,實用面積: 891呎@13805
上水,售 470 萬,建築面積 : 700呎@6714,實用面積: --
鑽石山,售 390 萬,建築面積 : 638呎@6113,實用面積: 489呎@7975
粉嶺,售 450 萬,建築面積 : 9900呎@454,實用面積: --
上水,售 425 萬,建築面積 : 700呎@6071,實用面積: --
上水,售 480 萬,建築面積 : 700呎@6857,實用面積: --
葵涌,售 460 萬,建築面積 : --,實用面積: 225呎@20444
青衣,售 880 萬,建築面積 : --,實用面積: 700呎@12571
鰂魚涌,售 660 萬,建築面積 : --,實用面積: 238呎@27731
啟德,"售 2,826 萬",建築面積 : --,實用面積: 925呎@30551
青衣,售 555 萬,建築面積 : 478呎@11611,實用面積: 368呎@15082
佐敦,售 568 萬,建築面積 : 498呎@11405,實用面積: 253呎@22451
元朗,"售 1,480 萬",建築面積 : --,實用面積: 798呎@18546
北角,售 671 萬,建築面積 : --,實用面積: 207呎@32415
觀塘,"售 1,800 萬",建築面積 : 2097呎@8583,實用面積: --
青衣,售 560 萬,建築面積 : 532呎@10526,實用面積: 432呎@12963
北角半山,"售 2,300 萬",建築面積 : --,實用面積: 1163呎@19776
九龍塘,售 498 萬,建築面積 : 495呎@10061,實用面積: 341呎@14604
何文田,"售 1,220 萬",建築面積 : --,實用面積: 596呎@20470
西貢,售 750 萬,建築面積 : 700呎@10714,實用面積: --
大角咀,售 380 萬,建築面積 : --,實用面積: 265呎@14340
堅尼地城,"售 1,360 萬",建築面積 : 850呎@16000,實用面積: 691呎@19682
深井(屯門),售 750 萬,建築面積 : 833呎@9003,實用面積: 595呎@12605
深井(屯門),"售 1,130 萬",建築面積 : 1208呎@9354,實用面積: 953呎@11857
深井(屯門),售 750 萬,建築面積 : 1008呎@7440,實用面積: 702呎@10684
元朗,售 588 萬,建築面積 : 700呎@8400,實用面積: --
柴灣,"售 1,000 萬",建築面積 : 1816呎@5506,實用面積: --
沙田,售 91 萬,建築面積 : --,實用面積: --
元朗,"售 1,100 萬",建築面積 : 850呎@12941,實用面積: 848呎@12972
鰂魚涌,售 698 萬,建築面積 : 474呎@14726,實用面積: 391呎@17852
清水灣,售 600 萬,建築面積 : 700呎@8571,實用面積: 700呎@8571
旺角,售 599 萬,建築面積 : --,實用面積: 293呎@20444
荃灣,售 600 萬,建築面積 : 1853呎@3237,實用面積: --
石硤尾,售 338 萬,建築面積 : --,實用面積: 224呎@15089
長沙灣,售 530 萬,建築面積 : --,實用面積: 405呎@13086
石硤尾,售 398 萬,建築面積 : --,實用面積: 262呎@15191
粉嶺,售 580 萬,建築面積 : 590呎@9830,實用面積: --
將軍澳,售 800 萬,建築面積 : --,實用面積: 454呎@17621
將軍澳,售 960 萬,建築面積 : 755呎@12715,實用面積: 568呎@16901
灣仔,售 800 萬,建築面積 : 490呎@16327,實用面積: 375呎@21333
灣仔,售 528 萬,建築面積 : 342呎@15439,實用面積: 245呎@21551
東涌,售 920 萬,建築面積 : --,實用面積: 645呎@14264
柴灣,售 988 萬,建築面積 : 828呎@11932,實用面積: 566呎@17456
觀塘,售 138 萬,建築面積 : 133呎@10375,實用面積: --
紅磡,"售 1,000 萬",建築面積 : 770呎@12987,實用面積: 589呎@16978
柴灣,售 470 萬,建築面積 : 852呎@5516,實用面積: --
大埔,售 400 萬,建築面積 : 515呎@7766,實用面積: 401呎@9975
黃竹坑,售 420 萬,建築面積 : 335呎@12537,實用面積: --
粉嶺,"售 1,120 萬",建築面積 : 1400呎@8000,實用面積: --
粉嶺,售 880 萬,建築面積 : 1400呎@6285,實用面積: --
南區,"售 4,100 萬",建築面積 : 1688呎@24289,實用面積: 1358呎@30191
清水灣,售 680 萬,建築面積 : 700呎@9714,實用面積: 700呎@9714
荔枝角,"售 2,200 萬",建築面積 : 3193呎@6890,實用面積: 2336呎@9418
荔枝角,"售 3,200 萬",建築面積 : 5820呎@5498,實用面積: 4306呎@7431
粉嶺,售 368 萬,建築面積 : --,實用面積: 468呎@7863
粉嶺,售 470 萬,建築面積 : 700呎@6714,實用面積: --
奧運,售 693 萬,建築面積 : --,實用面積: 592呎@11706
奧運,售 742 萬,建築面積 : --,實用面積: 592呎@12534
觀塘,售 668 萬,建築面積 : 1300呎@5138,實用面積: --
粉嶺,售 268 萬,建築面積 : 244呎@10983,實用面積: --
尖沙咀,售 740 萬,建築面積 : --,實用面積: 613呎@12072
粉嶺,售 438 萬,建築面積 : 700呎@6257,實用面積: --
粉嶺,"售 1,800 萬",建築面積 : 2100呎@8571,實用面積: --
粉嶺,售 467 萬,建築面積 : 700呎@6671,實用面積: --
堅尼地城,售 675 萬,建築面積 : 410呎@16463,實用面積: 343呎@19679
何文田,"售 4,980 萬",建築面積 : --,實用面積: 1222呎@40753
深井(屯門),售 680 萬,建築面積 : 850呎@8000,實用面積: 681呎@9985
深井(屯門),售 890 萬,建築面積 : 1019呎@8734,實用面積: 739呎@12043
深井(屯門),"售 1,299 萬",建築面積 : 1510呎@8603,實用面積: 1181呎@10999
深井(屯門),售 600 萬,建築面積 : 610呎@9836,實用面積: 476呎@12605
佐敦,售 980 萬,建築面積 : --,實用面積: 597呎@16415
佐敦,"售 1,088 萬",建築面積 : --,實用面積: 606呎@17954
佐敦,售 680 萬,建築面積 : --,實用面積: 565呎@12035
九龍城,售 249 萬,建築面積 : --,實用面積: 198呎@12576
油麻地,售 460 萬,建築面積 : --,實用面積: 460呎@10000
深井(屯門),"售 1,299 萬",建築面積 : 1510呎@8602,實用面積: 1182呎@10990
深井(屯門),售 600 萬,建築面積 : 610呎@9836,實用面積: 476呎@12605
深井(屯門),售 890 萬,建築面積 : 1019呎@8734,實用面積: 739呎@12043
深井(屯門),售 650 萬,建築面積 : 1144呎@5681,實用面積: 823呎@7898
土瓜灣,售 638 萬,建築面積 : --,實用面積: 396呎@16111
將軍澳,售 810 萬,建築面積 : --,實用面積: 491呎@16497
將軍澳,售 739 萬,建築面積 : --,實用面積: 406呎@18202
堅尼地城,"售 1,295 萬",建築面積 : 781呎@16581,實用面積: 581呎@22289
深水埗,售 308 萬,建築面積 : --,實用面積: 197呎@15635
何文田,"售 1,508 萬",建築面積 : 1062呎@14200,實用面積: 943呎@15992
何文田,"售 1,050 萬",建築面積 : --,實用面積: 477呎@22013
堅尼地城,"售 1,218 萬",建築面積 : 717呎@16987,實用面積: 558呎@21828
堅尼地城,"售 2,598 萬",建築面積 : 1214呎@21400,實用面積: 954呎@27233
北角半山,"售 1,350 萬",建築面積 : --,實用面積: 668呎@20210
大坑,售 780 萬,建築面積 : --,實用面積: 520呎@15000
將軍澳,售 765 萬,建築面積 : 659呎@11608,實用面積: 504呎@15179
長沙灣,售 828 萬,建築面積 : --,實用面積: 457呎@18118
元朗,"售 1,080 萬",建築面積 : 850呎@12706,實用面積: 848呎@12736
美孚,售 999 萬,建築面積 : 960呎@10406,實用面積: 718呎@13914
元朗,"售 1,168 萬",建築面積 : 1132呎@10318,實用面積: 880呎@13273
元朗,"售 1,488 萬",建築面積 : 1237呎@12029,實用面積: 967呎@15388
元朗,"售 1,580 萬",建築面積 : 1251呎@12630,實用面積: 972呎@16255
荃灣,"售 1,030 萬",建築面積 : --,實用面積: 695呎@14820
荃灣,售 818 萬,建築面積 : --,實用面積: 498呎@16426
元朗,售 430 萬,建築面積 : 373呎@11528,實用面積: 279呎@15412
石塘咀,售 418 萬,建築面積 : --,實用面積: 253呎@16522
西灣河,"售 1,100 萬",建築面積 : 673呎@16344,實用面積: 498呎@22088
北角,售 750 萬,建築面積 : 507呎@14793,實用面積: 446呎@16816
將軍澳,售 713 萬,建築面積 : --,實用面積: 405呎@17605
將軍澳,"售 1,250 萬",建築面積 : 1012呎@12352,實用面積: 745呎@16779
深井(屯門),"售 3,000 萬",建築面積 : 2326呎@12897,實用面積: --
將軍澳,"售 1,250 萬",建築面積 : --,實用面積: 756呎@16534
土瓜灣,售 500 萬,建築面積 : --,實用面積: 259呎@19305
紅磡,售 548 萬,建築面積 : 480呎@11417,實用面積: 280呎@19571
土瓜灣,售 628 萬,建築面積 : --,實用面積: 333呎@18859
紅磡,售 680 萬,建築面積 : --,實用面積: 490呎@13878
石塘咀,售 565 萬,建築面積 : --,實用面積: 279呎@20251
佐敦,售 438 萬,建築面積 : --,實用面積: 270呎@16222
佐敦,售 398 萬,建築面積 : --,實用面積: 310呎@12839
佐敦,售 618 萬,建築面積 : --,實用面積: 437呎@14142
北角,售 938 萬,建築面積 : 720呎@13028,實用面積: 597呎@15712
北角,售 608 萬,建築面積 : 668呎@9102,實用面積: 531呎@11450
荃灣,售 998 萬,建築面積 : --,實用面積: 748呎@13342
上環,"售 1,080 萬",建築面積 : 1050呎@10285,實用面積: --
將軍澳,售 950 萬,建築面積 : 968呎@9814,實用面積: 736呎@12908
將軍澳,售 738 萬,建築面積 : --,實用面積: 366呎@20164
將軍澳,售 888 萬,建築面積 : --,實用面積: 478呎@18577
將軍澳,售 848 萬,建築面積 : --,實用面積: 495呎@17131
將軍澳,"售 1,148 萬",建築面積 : --,實用面積: 701呎@16377
將軍澳,"售 2,100 萬",建築面積 : --,實用面積: 1087呎@19319
將軍澳,售 560 萬,建築面積 : --,實用面積: 484呎@11570
旺角,售 515 萬,建築面積 : --,實用面積: 570呎@9035
油塘,售 850 萬,建築面積 : 737呎@11533,實用面積: 548呎@15511
元朗,售 299 萬,建築面積 : --,實用面積: 318呎@9403
荃灣,售 775 萬,建築面積 : --,實用面積: 370呎@20946
馬鞍山,"售 1,500 萬",建築面積 : --,實用面積: 971呎@15448
火炭,"售 1,180 萬",建築面積 : 1008呎@11706,實用面積: 790呎@14937
火炭,售 608 萬,建築面積 : 623呎@9759,實用面積: 498呎@12209
大埔,售 988 萬,建築面積 : 946呎@10443,實用面積: 756呎@13069
大埔,售 665 萬,建築面積 : 609呎@10920,實用面積: 451呎@14745
屯門,售 488 萬,建築面積 : 753呎@6481,實用面積: 587呎@8313
將軍澳,售 645 萬,建築面積 : 511呎@12622,實用面積: 375呎@17200
屯門,售 380 萬,建築面積 : 486呎@7819,實用面積: 363呎@10468
屯門,售 380 萬,建築面積 : 522呎@7280,實用面積: 431呎@8817
沙田,售 658 萬,建築面積 : 674呎@9763,實用面積: 551呎@11942
沙田,售 525 萬,建築面積 : 404呎@12995,實用面積: 297呎@17677
沙田,售 890 萬,建築面積 : --,實用面積: 688呎@12936
沙田,售 568 萬,建築面積 : --,實用面積: 304呎@18684
沙田,"售 1,638 萬",建築面積 : --,實用面積: 1014呎@16154
銅鑼灣,售 820 萬,建築面積 : --,實用面積: 493呎@16633
銅鑼灣,售 368 萬,建築面積 : 410呎@8976,實用面積: --
灣仔,售 900 萬,建築面積 : 891呎@10101,實用面積: 678呎@13274
將軍澳,"售 1,250 萬",建築面積 : --,實用面積: 971呎@12873
將軍澳,"售 1,088 萬",建築面積 : --,實用面積: 1002呎@10858
將軍澳,售 810 萬,建築面積 : --,實用面積: 464呎@17457
將軍澳,"售 1,175 萬",建築面積 : --,實用面積: 985呎@11929
將軍澳,"售 1,050 萬",建築面積 : --,實用面積: 684呎@15351
將軍澳,"售 1,300 萬",建築面積 : --,實用面積: 798呎@16291
將軍澳,售 630 萬,建築面積 : --,實用面積: 340呎@18529
將軍澳,售 815 萬,建築面積 : --,實用面積: 503呎@16203
將軍澳,售 860 萬,建築面積 : --,實用面積: 472呎@18220
將軍澳,售 880 萬,建築面積 : --,實用面積: 680呎@12941
將軍澳,售 880 萬,建築面積 : --,實用面積: 680呎@12941
將軍澳,"售 1,068 萬",建築面積 : --,實用面積: 758呎@14090
將軍澳,"售 1,068 萬",建築面積 : --,實用面積: 684呎@15614
將軍澳,售 680 萬,建築面積 : --,實用面積: 340呎@20000
將軍澳,售 890 萬,建築面積 : 902呎@9867,實用面積: 680呎@13088
將軍澳,"售 1,250 萬",建築面積 : --,實用面積: 856呎@14603
將軍澳,售 888 萬,建築面積 : --,實用面積: 680呎@13059
將軍澳,售 860 萬,建築面積 : 623呎@13804,實用面積: 465呎@18495
紅磡,售 670 萬,建築面積 : --,實用面積: 325呎@20615
將軍澳,售 990 萬,建築面積 : --,實用面積: 553呎@17902
將軍澳,售 628 萬,建築面積 : --,實用面積: 340呎@18471
將軍澳,"售 1,550 萬",建築面積 : --,實用面積: 1146呎@13525
將軍澳,"售 1,000 萬",建築面積 : --,實用面積: 750呎@13333
將軍澳,"售 1,188 萬",建築面積 : --,實用面積: 723呎@16432
將軍澳,"售 1,028 萬",建築面積 : --,實用面積: 693呎@14834
將軍澳,"售 1,268 萬",建築面積 : --,實用面積: 856呎@14813
將軍澳,"售 1,268 萬",建築面積 : --,實用面積: 953呎@13305
將軍澳,售 750 萬,建築面積 : --,實用面積: 366呎@20492
元朗,售 460 萬,建築面積 : --,實用面積: 439呎@10478
將軍澳,"售 1,000 萬",建築面積 : --,實用面積: 813呎@12300
將軍澳,售 810 萬,建築面積 : 690呎@11739,實用面積: 515呎@15728
將軍澳,售 650 萬,建築面積 : --,實用面積: 340呎@19118
九龍塘,"售 1,600 萬",建築面積 : 929呎@17222,實用面積: 851呎@18801
佐敦,售 528 萬,建築面積 : 401呎@13167,實用面積: 267呎@19775
藍田,售 788 萬,建築面積 : 639呎@12331,實用面積: 517呎@15242
天后,售 468 萬,建築面積 : 380呎@12316,實用面積: 180呎@26000
何文田,"售 1,280 萬",建築面積 : 1088呎@11764,實用面積: 860呎@14884
深井(屯門),"售 2,000 萬",建築面積 : 1915呎@10444,實用面積: 1681呎@11898
火炭,售 998 萬,建築面積 : 822呎@12141,實用面積: 676呎@14763
深井(屯門),"售 2,680 萬",建築面積 : --,實用面積: 1631呎@16432
深井(屯門),"售 1,900 萬",建築面積 : 1597呎@11897,實用面積: 1516呎@12533
深井(屯門),"售 1,750 萬",建築面積 : 1396呎@12536,實用面積: 1020呎@17157
紅磡,"售 1,355 萬",建築面積 : --,實用面積: 760呎@17829
深井(屯門),"售 1,299 萬",建築面積 : 1510呎@8603,實用面積: 1181呎@10999
深井(屯門),"售 4,000 萬",建築面積 : 3754呎@10655,實用面積: 2426呎@16488
深井(屯門),售 998 萬,建築面積 : 1223呎@8160,實用面積: 1012呎@9862
北角,售 540 萬,建築面積 : --,實用面積: 288呎@18750
灣仔,售 749 萬,建築面積 : --,實用面積: 395呎@18962
灣仔,售 478 萬,建築面積 : 358呎@13352,實用面積: 224呎@21339
灣仔,售 748 萬,建築面積 : 650呎@11508,實用面積: 540呎@13852
灣仔,售 660 萬,建築面積 : 580呎@11379,實用面積: 445呎@14831
灣仔,售 630 萬,建築面積 : 520呎@12115,實用面積: 363呎@17355
灣仔,售 630 萬,建築面積 : 520呎@12115,實用面積: 363呎@17355
火炭,"售 1,490 萬",建築面積 : 1236呎@12055,實用面積: 1041呎@14313
深井(荃灣),售 685 萬,建築面積 : 770呎@8896,實用面積: 614呎@11156
深井(荃灣),售 795 萬,建築面積 : 828呎@9601,實用面積: 632呎@12579
灣仔,售 750 萬,建築面積 : 458呎@16376,實用面積: 350呎@21429
北角,售 618 萬,建築面積 : --,實用面積: 612呎@10098
深井(荃灣),售 635 萬,建築面積 : 832呎@7632,實用面積: 681呎@9325
灣仔,售 618 萬,建築面積 : 470呎@13149,實用面積: 367呎@16839
灣仔,"售 1,000 萬",建築面積 : 1020呎@9804,實用面積: 800呎@12500
灣仔,"售 1,020 萬",建築面積 : --,實用面積: 826呎@12349
灣仔,售 880 萬,建築面積 : --,實用面積: 489呎@17996
深井(荃灣),售 620 萬,建築面積 : 1023呎@6061,實用面積: 715呎@8671
藍田,售 988 萬,建築面積 : 857呎@11529,實用面積: 687呎@14381
沙田,售 490 萬,建築面積 : 410呎@11951,實用面積: 304呎@16118
何文田,"售 2,330 萬",建築面積 : 1636呎@14242,實用面積: 1252呎@18610
何文田,"售 2,330 萬",建築面積 : 1636呎@14242,實用面積: 1252呎@18610
深井(荃灣),售 650 萬,建築面積 : 690呎@9420,實用面積: 517呎@12573
深井(荃灣),售 648 萬,建築面積 : 690呎@9391,實用面積: 517呎@12534
何文田,售 578 萬,建築面積 : 420呎@13762,實用面積: 336呎@17202
土瓜灣,售 720 萬,建築面積 : 522呎@13793,實用面積: 387呎@18605
觀塘,售 505 萬,建築面積 : 543呎@9300,實用面積: 543呎@9300
九龍灣,售 668 萬,建築面積 : 578呎@11557,實用面積: 517呎@12921
何文田,"售 2,200 萬",建築面積 : 1301呎@16910,實用面積: 1006呎@21869
黃大仙,售 450 萬,建築面積 : 214呎@21028,實用面積: 214呎@21028
大埔,售 998 萬,建築面積 : 1400呎@7129,實用面積: 1400呎@7129
大埔,售 740 萬,建築面積 : 700呎@10571,實用面積: 700呎@10571
大埔,"售 1,650 萬",建築面積 : 1650呎@10000,實用面積: 1650呎@10000
屯門,售 450 萬,建築面積 : 644呎@6987,實用面積: 577呎@7799
大埔,"售 1,100 萬",建築面積 : 1400呎@7857,實用面積: --
尖沙咀,"售 3,500 萬",建築面積 : --,實用面積: 1115呎@31390
觀塘,售 600 萬,建築面積 : 510呎@11765,實用面積: 451呎@13304
馬鞍山,售 865 萬,建築面積 : 819呎@10561,實用面積: 660呎@13106
新蒲崗,售 753 萬,建築面積 : 691呎@10897,實用面積: 589呎@12784
大角咀,售 315 萬,建築面積 : 318呎@9906,實用面積: 191呎@16492
新蒲崗,售 650 萬,建築面積 : 689呎@9433,實用面積: 588呎@11054
九龍灣,售 550 萬,建築面積 : --,實用面積: 407呎@13514
將軍澳,"售 1,230 萬",建築面積 : --,實用面積: 750呎@16400
佐敦,售 540 萬,建築面積 : --,實用面積: 248呎@21774
屯門,售 408 萬,建築面積 : 591呎@6904,實用面積: 495呎@8242
奧運,"售 1,850 萬",建築面積 : --,實用面積: 760呎@24342
沙田,售 650 萬,建築面積 : 591呎@10998,實用面積: 483呎@13458
大角咀,售 550 萬,建築面積 : --,實用面積: 283呎@19435
太和,售 480 萬,建築面積 : 379呎@12665,實用面積: 303呎@15842
奧運,售 965 萬,建築面積 : 618呎@15615,實用面積: 449呎@21492
深井(屯門),售 715 萬,建築面積 : 882呎@8106,實用面積: 698呎@10244
元朗,售 499 萬,建築面積 : 599呎@8331,實用面積: 424呎@11769
深井(屯門),售 720 萬,建築面積 : 719呎@10013,實用面積: 549呎@13115
堅尼地城,售 538 萬,建築面積 : 339呎@15870,實用面積: 262呎@20534
灣仔,售 650 萬,建築面積 : 521呎@12476,實用面積: 394呎@16497
銅鑼灣,售 780 萬,建築面積 : 612呎@12745,實用面積: 507呎@15385
美孚,售 830 萬,建築面積 : 851呎@9753,實用面積: 638呎@13009
大圍,售 438 萬,建築面積 : 418呎@10478,實用面積: 270呎@16222
灣仔,售 570 萬,建築面積 : 487呎@11704,實用面積: 318呎@17925
灣仔,售 650 萬,建築面積 : 521呎@12476,實用面積: 394呎@16497
將軍澳,售 500 萬,建築面積 : --,實用面積: 500呎@10000
深水埗,售 550 萬,建築面積 : --,實用面積: 332呎@16566
火炭,售 605 萬,建築面積 : 623呎@9711,實用面積: 498呎@12149
佐敦,售 480 萬,建築面積 : 394呎@12183,實用面積: 296呎@16216
大角咀,售 690 萬,建築面積 : 601呎@11480,實用面積: 414呎@16667
荃灣,"售 1,300 萬",建築面積 : 1218呎@10673,實用面積: 931呎@13963
荃灣,"售 1,300 萬",建築面積 : 1218呎@10673,實用面積: 931呎@13963
沙田,售 530 萬,建築面積 : 395呎@13418,實用面積: 327呎@16208
太子,售 699 萬,建築面積 : --,實用面積: 453呎@15430
九龍塘,"售 3,800 萬",建築面積 : 1742呎@21814,實用面積: 1607呎@23647
柴灣,售 768 萬,建築面積 : 562呎@13665,實用面積: 463呎@16587
奧運,"售 1,888 萬",建築面積 : 1019呎@18528,實用面積: 759呎@24875
大埔,售 430 萬,建築面積 : 700呎@6143,實用面積: 650呎@6615
屯門,售 500 萬,建築面積 : --,實用面積: 375呎@13333
香港仔,售 590 萬,建築面積 : 575呎@10261,實用面積: --
油塘,售 628 萬,建築面積 : 733呎@8567,實用面積: 553呎@11356
大埔,"售 4,000 萬",建築面積 : 2000呎@20000,實用面積: 1596呎@25063
沙田,"售 1,520 萬",建築面積 : 1168呎@13014,實用面積: 934呎@16274
荃灣,"售 1,100 萬",建築面積 : 1213呎@9068,實用面積: 922呎@11931
灣仔,售 895 萬,建築面積 : 527呎@16983,實用面積: 424呎@21108
深井(屯門),售 620 萬,建築面積 : 715呎@8671,實用面積: 554呎@11191
江門,售 212 萬,建築面積 : 1130呎@1879,實用面積: --
珠海,售 165 萬,建築面積 : 431呎@3828,實用面積: --
深水埗,售 550 萬,建築面積 : --,實用面積: 275呎@20000
深井(屯門),售 715 萬,建築面積 : 882呎@8106,實用面積: 698呎@10244
深井(屯門),售 203 萬,建築面積 : --,實用面積: --
佐敦,售 540 萬,建築面積 : --,實用面積: 248呎@21774
大圍,售 588 萬,建築面積 : 520呎@11307,實用面積: 431呎@13643
馬鞍山,售 950 萬,建築面積 : 914呎@10394,實用面積: 694呎@13689
元朗,售 695 萬,建築面積 : 573呎@12129,實用面積: 443呎@15688
元朗,售 710 萬,建築面積 : 535呎@13271,實用面積: --
